,visitNumber,totals.pageviews,totals.transactionRevenue,totals.hits,fullVisitorId
0,-0.04784501149722845,-0.5505238385747889,-0.13337751951529925,-0.5771969655428552,0000213131142648941
1,-0.02739518058139898,-0.3299303168224954,-0.0638982709298051,-0.3191259754082152,0002871498069867123
2,0.006200970208892295,2.137959707781288,-0.1064094746532432,2.4013723789277814,0003450834640354121
3,-0.04492360708068138,-0.37129160215105045,-0.16505058041445456,-0.3728907650195985,0003961110741104601
4,-0.04054150045586078,-0.3575045070415321,-0.12097841842929646,-0.4051496387864285,000435324061339869
5,-0.04054150045586078,-0.37129160215105045,-0.10580059022491271,-0.4051496387864285,0006911334202687206
6,-0.03908079824758725,0.08368253646305486,-0.14954063343098145,0.0787334677160215,0007617910709180468
7,-0.03469869162276665,-0.28856903149394036,-0.13337751951529925,-0.3406318912527685,0007933257389091624
8,-0.04200220266413431,-0.15069808039875696,-0.1679178725405927,-0.1470786486517885,0010295111715775250
9,-0.04054150045586078,0.42835991420101344,-0.16570374734666363,0.4765929108402581,0012561433643490595
10,-0.04784501149722845,-0.44022707769864217,-0.1517547586249105,-0.4481614704755352,0013296981549010416
11,-0.04492360708068138,-0.4264399825891238,-0.1085793173432937,-0.4804203442423652,0014253006455543633
12,0.0032795657923452284,0.690314721281862,-0.12331432050889163,0.7131579851303448,0014262055593378383
13,-0.03469869162276665,-0.30235612660345873,-0.16890315825189114,-0.35138484917504514,0015950283479889703
14,-0.04492360708068138,-0.44022707769864217,-0.1583971342066977,-0.4696673863200885,0018386080117189534
15,-0.04784501149722845,-0.4126528874796055,-0.09308044098579021,-0.4589144283978118,0018400544049332170
16,-0.04054150045586078,-0.2609948412749037,-0.1515333461055176,-0.35138484917504514,001905118576359487
17,-0.04492360708068138,0.8006114821580087,-0.06522674604616253,0.8744523539644948,0020342483972052451
18,-0.03615939383104018,0.8833340528151188,-0.16971131394767525,1.1325233440991347,0020502892485275044
19,-0.04492360708068138,0.40078572398197676,-0.13962135256217922,0.4228281212288748,0021939395292136520
20,-0.030316584997946046,0.0009599658059448092,0.09153331768401546,-0.0072901956621918415,0024314485741511650
21,-0.04784501149722845,0.04232125113449984,-0.13872463185863795,0.035721636026914826,0024725579067754075
22,-0.04492360708068138,-0.13691098528923862,-0.030088579218508233,-0.15783160657406517,0024932550342595467
23,-0.02739518058139898,0.30427605821534837,0.14945483275719987,0.40132220538432145,0026203741366904270
24,-0.04492360708068138,-0.3161432217129771,-0.1230375548596505,-0.29762005956366183,0026329820781202527
25,-0.04492360708068138,-0.37129160215105045,-0.10505885828494647,-0.3728907650195985,0027729301290398668
26,-0.04784501149722845,-0.4126528874796055,-0.15381389505526455,-0.4481614704755352,002838359588704338
27,-0.04784501149722845,-0.37129160215105045,-0.016128519870785462,-0.4266555546309818,0032285388804234573
28,-0.04784501149722845,-0.6194593141223806,-0.14621944564008785,-0.6309617551542385,0032288790526152703
29,-0.04784501149722845,0.5110824848581235,0.24387620165230497,0.5196047425293648,0035322769016923863
30,-0.04492360708068138,-0.46780126791767884,0.09710184254674707,-0.5019262600869185,0036194035121102485
31,-0.03469869162276665,0.2629147728867933,-0.037206991716990184,0.2615337523947248,0036417634769000138
32,-0.04492360708068138,0.13883091690112823,-0.07812402530079936,0.035721636026914826,0036515130282846944
33,-0.03615939383104018,-0.30235612660345873,-0.15286182122187505,-0.2653611857968318,0037518757923116572
34,-0.04784501149722845,-0.44022707769864217,-0.1517547586249105,-0.4804203442423652,0037806222406366969
35,-0.04492360708068138,0.1526180120106466,-0.1484557120859562,0.1755100890165115,0038111265827681261
36,-0.04054150045586078,0.23534058266775665,-0.06889112324211515,0.25078079447244817,0039541267107154262
37,-0.04492360708068138,-0.28856903149394036,-0.12230689354565391,-0.2868671016413852,0039844092206555576
38,-0.04784501149722845,0.16640510712016493,-0.13115232369540053,0.21852192070561816,0040332680018799680
39,-0.02739518058139898,0.49729538974860515,-0.010161452473146624,0.6378872796744082,0040361081244991496
40,-0.04784501149722845,-0.4953754581367155,-0.1404737907618419,-0.5019262600869185,0042057117403474149
41,-0.04492360708068138,-0.5229496483557522,-0.0731533142404286,-0.5341851338537484,0043984908262145271
42,-0.04784501149722845,-0.3299303168224954,-0.10638733340130391,-0.3728907650195985,0044869357011346837
43,-0.04492360708068138,-0.6056722190128623,-0.10417320820737484,-0.6094558393096852,0045204488424585972
44,-0.04784501149722845,-0.44022707769864217,-0.12278293046234866,-0.4266555546309818,0047078955120420928
45,-0.04784501149722845,-0.5091625532462338,-0.15551877145458992,-0.5341851338537484,0047471876951764213
46,-0.02885588278967251,1.048779194129339,-0.14669548255678258,1.089511512410028,0047509547902079820
47,0.01642588566680703,0.4559341044200501,-0.03999678946134081,0.32605149992838484,0047868538532140235
48,-0.04492360708068138,-0.37129160215105045,-0.12097841842929646,-0.41590259670870516,0049832664882617771
49,-0.04054150045586078,-0.34371741193201377,-0.09290331097027589,-0.4051496387864285,0052757360225662149
50,-0.04054150045586078,-0.21963355594634867,-0.1077047378916917,-0.2761141437191085,0053010816158486672
51,-0.04784501149722845,-0.5780980287938255,-0.14954063343098145,-0.5879499234651319,0053077699040878872
52,0.1493497866196986,-0.0679755097416469,-0.1600798693540838,-0.12557273280723516,005339642194263188
53,-0.02885588278967251,0.249127677777275,0.6346914396327248,0.27228671031700147,0053544367470918772
54,-0.04054150045586078,-0.1644851755082753,-0.08289546509371651,-0.23310231203000184,0054279989591037024
