-2.139016555569850375e-01,-8.350161276689577194e-01
3.857649329370868019e-01,-8.350161276689577194e-01
-1.465978313879952311e-01,-7.689396984660284984e-01
-2.398014698957974811e-01,-7.689396984660284984e-01
9.824645315025952730e-01,-6.367868400601700563e-01
-2.796662142743141510e-01,-6.367868400601700563e-01
5.844417171760736274e-01,-5.707104108572408352e-01
-2.446423482002955951e-01,-5.376721962557762247e-01
-2.192110059554668311e-01,-4.715957670528470036e-01
-2.201033337535309997e-01,-4.715957670528470036e-01
-1.165486927881844020e-01,-4.715957670528470036e-01
9.203808249522807960e-01,-4.055193378499177825e-01
-1.559449650727173786e-01,-3.064046940455240065e-01
-3.659612208163504077e-02,-2.733664794440593959e-01
-2.008513615102965888e-01,-2.733664794440593959e-01
-2.214418254506272388e-01,-1.081754064367363433e-01
-2.194117797100312572e-01,-7.513719183527173273e-02
4.579542518004779406e-01,-4.209897723380712914e-02
-2.232487892417071851e-01,5.701566657058669552e-02
1.119325307530686819e+00,5.701566657058669552e-02
-6.805067696339693606e-02,1.561303103749805132e-01
3.830879495428943238e-01,1.561303103749805132e-01
-2.868717612436822995e-01,3.543595979837681487e-01
-9.569053050843449870e-02,4.534742417881619803e-01
-2.747361031900096284e-01,1.015123890013060359e+00
-2.410730370080389207e-01,1.015123890013060359e+00
4.578204026307682861e-01,1.180314963020383301e+00
1.026545524726965031e+00,1.891685249764451238e-01
-1.984420764555233363e-01,-9.341307714733515510e-01
-2.305658771858333511e-01,-8.019779130674931089e-01
-2.738437753919454321e-01,-8.019779130674931089e-01
-2.426123024596996136e-01,-7.689396984660284984e-01
-2.605034748108861486e-01,-7.028632692630992773e-01
-2.783277225772178842e-01,-6.037486254587054457e-01
-2.298297067524304182e-01,-5.376721962557762247e-01
-1.984420764555233363e-01,-5.376721962557762247e-01
-2.716798804816398238e-01,-4.715957670528470036e-01
-1.699322033073732141e-01,-4.385575524513823931e-01
-2.471185578399236471e-01,-3.724811232484532275e-01
2.298752666152768243e-01,-2.403282648425947854e-01
1.013131391091819655e-01,-7.513719183527173273e-02
-1.181994992146031126e-01,-4.209897723380712914e-02
-2.305658771858333511e-01,-9.060762632342522077e-03
2.802471708159990915e-01,2.397745196912208498e-02
-6.131360208801246714e-02,2.397745196912208498e-02
-2.128085540043564150e-01,2.397745196912208498e-02
-1.788777894829664816e-01,1.891685249764451238e-01
1.281052812460585777e-01,2.222067395779097343e-01
-2.270188741885282857e-01,3.213213833823035381e-01
-1.540264603068794147e-01,6.847417439984142540e-01
-8.248407909708482810e-02,6.847417439984142540e-01
2.923382124797685444e-01,8.829710316072019172e-01
-6.385673631249534632e-02,1.808041040448210790e+00
2.104232114644011276e+00,4.120716062550733305e+00
3.681191507303679389e-01,-8.680543422704223300e-01
-2.377268077652982814e-01,-8.350161276689577194e-01
-2.425899942647480045e-01,-8.019779130674931089e-01
-2.425899942647480045e-01,-7.689396984660284984e-01
-8.426873469321316534e-02,-7.359014838645638878e-01
-5.486653374699886065e-02,-7.028632692630992773e-01
-2.680436447045283499e-01,-7.028632692630992773e-01
-2.609050223200150564e-01,-6.037486254587054457e-01
-2.827670533725871183e-01,-6.037486254587054457e-01
-4.511785255314783999e-02,-5.046339816543116141e-01
-2.816739518199585235e-01,-4.715957670528470036e-01
-2.687128905530765111e-01,-4.385575524513823931e-01
3.716661537276729765e-01,-4.055193378499177825e-01
-2.225572351982074426e-01,-3.064046940455240065e-01
-1.199172302258766365e-01,-2.733664794440593959e-01
-1.319636554997428990e-01,-2.072900502411301749e-01
-1.699098951124216050e-01,-1.742518356396655643e-01
-2.234495629962716112e-01,-1.081754064367363433e-01
-2.680436447045283499e-01,-7.513719183527173273e-02
-2.760969030820574766e-01,-4.209897723380712914e-02
-2.281119757411568805e-01,9.005388117205130605e-02
-2.514686558554864448e-01,1.230920957735159027e-01
4.496556032784811974e-01,1.561303103749805132e-01
-2.738437753919454321e-01,4.534742417881619803e-01
-5.038258656172642236e-02,6.186653147954850329e-01
8.953441217473497027e-02,1.642849967440887848e+00
-2.604588584209829305e-01,-6.367868400601700563e-01
-2.537663999355017075e-01,-6.037486254587054457e-01
-2.805362338774267106e-01,-5.376721962557762247e-01
-2.025021679367152994e-01,-5.046339816543116141e-01
-2.939211508483892121e-01,-4.055193378499177825e-01
-2.644743335122716754e-01,-2.072900502411301749e-01
-2.271304151632863033e-01,-1.742518356396655643e-01
2.460487079551898770e-01,-1.081754064367363433e-01
-2.591203667238867192e-01,-1.081754064367363433e-01
1.317346085539387347e-02,2.552449541793743171e-01
-2.136785736074690023e-01,1.081200319215989580e+00
-2.604588584209829305e-01,-8.350161276689577194e-01
-2.559972194306621152e-01,-8.019779130674931089e-01
-1.645336201290849842e-01,-7.689396984660284984e-01
1.031201029002619118e-01,-6.698250546616346668e-01
-1.062199985255916773e-01,-6.037486254587054457e-01
2.369469644149353738e-01,-5.376721962557762247e-01
-2.604588584209829305e-01,-5.376721962557762247e-01
-1.734568981097266704e-01,-5.376721962557762247e-01
-2.894818200530199781e-01,-3.724811232484532275e-01
-2.559972194306621152e-01,-3.394429086469886170e-01
3.831325659327975419e-01,-3.394429086469886170e-01
8.991880397482568954e-01,-3.064046940455240065e-01
-2.341574965730416347e-01,-3.064046940455240065e-01
-1.489401918579136841e-01,-2.733664794440593959e-01
-1.288251084807980409e-02,-2.072900502411301749e-01
-2.426123024596996136e-01,-2.072900502411301749e-01
-2.555510555316300447e-01,-1.742518356396655643e-01
-1.771823666666445529e-01,9.005388117205130605e-02
-2.671959332963674272e-01,1.230920957735159027e-01
7.385244197068036032e-01,3.873978125852327592e-01
-2.378829651299595171e-01,4.865124563896265908e-01
5.888364315815396433e-01,5.525888855925558119e-01
2.314977632351816084e+00,5.856271001940204224e-01
-1.512379359379288912e-01,8.168946024042726961e-01
-5.419728789845073419e-02,8.168946024042726961e-01
-1.102800900067836404e-01,8.499328170057373066e-01
-1.164148436184747892e-01,1.312467821426241743e+00
-5.582578612991784262e-02,1.345506036027706465e+00
1.398170835956507874e-01,6.367314655450326377e+00
6.837933489138287198e-03,-8.350161276689577194e-01
-2.426569188496028040e-01,-8.019779130674931089e-01
2.353080029329155831e+00,-6.698250546616346668e-01
1.417786647788199073e+00,-6.037486254587054457e-01
-2.033275711499246408e-01,-5.707104108572408352e-01
-2.196571698544989015e-01,-5.707104108572408352e-01
-2.459585317024402251e-01,-5.707104108572408352e-01
1.736363071422827031e-01,-5.376721962557762247e-01
-3.974157756981123307e-02,-5.046339816543116141e-01
-1.834063530581421242e-01,-4.715957670528470036e-01
1.189589213159008702e-01,-4.385575524513823931e-01
4.428516038182419012e-01,-4.055193378499177825e-01
4.527495339075228442e-02,-3.724811232484532275e-01
-8.757034754605058646e-02,-3.394429086469886170e-01
-2.752268834789449170e-01,-3.064046940455240065e-01
-2.285358314452373696e-01,-2.733664794440593959e-01
-1.287735836216634955e-01,-2.072900502411301749e-01
-1.166379255679908244e-01,-2.072900502411301749e-01
9.433359575574815636e-01,-2.072900502411301749e-01
-6.778297862397768270e-02,-7.513719183527173273e-02
-2.128531703942596331e-01,-7.513719183527173273e-02
-2.357190702196539089e-01,-4.209897723380712914e-02
-2.014536827739898950e-01,2.397745196912208498e-02
-2.370575619167501757e-01,1.230920957735159027e-01
-1.961220241805564923e-01,3.213213833823035381e-01
-2.593657568683543357e-01,3.213213833823035381e-01
-2.195679370746924930e-01,3.543595979837681487e-01
-1.656936462665684062e-01,3.873978125852327592e-01
-2.394668469715234282e-01,3.873978125852327592e-01
1.704685434591549087e-01,4.204360271866973697e-01
7.289249874083825187e-02,6.517035293969496434e-01
-5.281417981145127699e-02,8.499328170057373066e-01
-2.058930135693591290e-01,8.499328170057373066e-01
-2.352505981256702294e-01,9.160092462086665277e-01
-6.332133963365683960e-02,1.081200319215989580e+00
-2.294504674382531473e-01,1.147276748418918801e+00
-8.297485938602013056e-02,1.411582465230635686e+00
1.648245701363990623e-01,1.609811752839423127e+00
-5.361727482970903014e-02,1.973232113455533954e+00
-1.490071164427684836e-01,2.171461401064321617e+00
-1.288628164014699040e-01,2.204499615665786116e+00
2.299518053250354299e+00,2.336652474071644559e+00
-1.646451611038430018e-01,2.435767117876038501e+00
-1.323205866189685609e-01,2.534881761680432444e+00
4.376091780046149071e-01,9.737212544799715985e+00
-2.470739414500204290e-01,-7.028632692630992773e-01
-1.712483868095178441e-01,-6.037486254587054457e-01
2.566674087521534364e-01,-4.055193378499177825e-01
-3.659612208163504077e-02,1.561303103749805132e-01
-1.467762969476080759e-01,-8.350161276689577194e-01
2.709446535211801343e-01,-8.350161276689577194e-01
9.404066755495900376e-02,-8.019779130674931089e-01
-2.680436447045283499e-01,-7.689396984660284984e-01
-1.734568981097266704e-01,-7.689396984660284984e-01
-2.746468704102031921e-01,-7.689396984660284984e-01
-1.310713277016787304e-01,-7.359014838645638878e-01
-2.626896779161433382e-01,-7.028632692630992773e-01
-1.987320829898941987e-01,-7.028632692630992773e-01
-1.587334894416679021e-01,-6.367868400601700563e-01
-2.582503471207741597e-01,-6.367868400601700563e-01
-2.591203667238867192e-01,-6.367868400601700563e-01
-2.680436447045283499e-01,-6.037486254587054457e-01
-1.734568981097266704e-01,-6.037486254587054457e-01
-7.527853212771667968e-02,-6.037486254587054457e-01
-2.876971644568916409e-01,-6.037486254587054457e-01
-2.074099708260682129e-01,-5.707104108572408352e-01
-2.405822567191036321e-01,-5.707104108572408352e-01
2.348053776995813469e-01,-5.707104108572408352e-01
3.292136587347702092e-01,-5.376721962557762247e-01
-2.751822670890416989e-01,-5.376721962557762247e-01
-1.247581085303747506e-01,-5.376721962557762247e-01
1.283883793111981024e-02,-5.046339816543116141e-01
1.339654280490991563e-02,-5.046339816543116141e-01
-2.352282899307186204e-01,-4.715957670528470036e-01
-2.396899289210394635e-01,-4.715957670528470036e-01
-2.046883710419725166e-01,-4.385575524513823931e-01
-2.252342185923999485e-01,-4.385575524513823931e-01
5.445546646026053761e-01,-3.724811232484532275e-01
3.291021177600121916e-01,-3.064046940455240065e-01
-1.153663584557493849e-01,-2.072900502411301749e-01
-2.509332591766479381e-01,-2.072900502411301749e-01
8.711821865073039045e-03,-1.412136210382009538e-01
-2.861355908102793388e-01,9.005388117205130605e-02
-2.687128905530765111e-01,9.005388117205130605e-02
-2.352282899307186204e-01,1.561303103749805132e-01
-9.453050437095109060e-02,2.222067395779097343e-01
-1.717168589035015236e-01,2.552449541793743171e-01
-2.064953348330524352e-01,2.552449541793743171e-01
-1.447685594019637034e-01,3.873978125852327592e-01
3.576789154930171688e-01,4.534742417881619803e-01
-1.976835978271687944e-01,7.177799585998788645e-01
-2.034391121246826861e-01,1.114238533817454080e+00
3.490864896445823984e+00,1.642849967440887848e+00
-2.559972194306621152e-01,-8.350161276689577194e-01
-2.680436447045283499e-01,-8.019779130674931089e-01
-2.860909744203761207e-01,-7.359014838645638878e-01
-2.091500100322933320e-01,-7.028632692630992773e-01
9.469945015295445634e-01,-7.028632692630992773e-01
-2.180509798179834091e-01,-6.367868400601700563e-01
-2.582280389258225228e-01,-6.037486254587054457e-01
-3.784538099892487822e-02,-5.046339816543116141e-01
-2.002113323259313918e-02,-4.385575524513823931e-01
-1.538479947472665976e-01,-4.055193378499177825e-01
-1.199172302258766365e-01,-4.055193378499177825e-01
-2.304097198211721154e-01,-2.072900502411301749e-01
-2.426123024596996136e-01,-2.072900502411301749e-01
-1.824471006752231561e-01,-2.072900502411301749e-01
-2.021229286225380284e-01,-2.072900502411301749e-01
-2.770561554649764724e-01,-1.742518356396655643e-01
7.635026895833689486e-02,-1.081754064367363433e-01
-2.806031584622815100e-01,-1.081754064367363433e-01
-1.056622936518015754e-01,-4.209897723380712914e-02
2.943613497511331917e-02,-9.060762632342522077e-03
5.986297291652938890e-01,5.701566657058669552e-02
8.211539738075454009e-01,1.891685249764451238e-01
-2.515578886352928811e-01,2.882831687808389276e-01
1.565036134194507100e-01,5.856271001940204224e-01
-1.254050461839712749e-01,8.829710316072019172e-01
2.466287210239315741e-01,1.642849967440887848e+00
-2.604588584209829305e-01,-7.689396984660284984e-01
-1.734568981097266704e-01,-4.385575524513823931e-01
-1.310713277016787304e-01,-2.733664794440593959e-01
-1.984420764555233363e-01,-7.689396984660284984e-01
-2.604588584209829305e-01,-5.707104108572408352e-01
-2.905526134106969915e-01,-3.064046940455240065e-01
2.190111756738455928e-01,1.891685249764451238e-01
-2.507994100069383392e-01,1.213353177621848022e+00
6.302536810299787413e-03,1.642849967440887848e+00
